Body Fat Percentage,Gender,Age,Weight,Height,BMI,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist,Workout Type,Workout Frequency,Session Duration,Calories Burned,Calories Burned Per Hour
16.60,M,44,94.69,1.85,,41.9,105.6,96.3,102,63.3,39.8,24.1,37.3,23.1,19.4,,,,,
32.90,M,44,75.30,1.66,,39.1,100.6,93.9,100.1,58.9,37.6,21.4,33.1,29.5,17.3,,,,,
32.80,M,47,88.45,1.84,,40.2,102.7,101.3,101.7,60.7,39.4,23.3,36.7,31.6,18.4,,,,,
9.60,M,47,72.80,1.78,,36,99.8,83.9,91.8,53,36.2,22.5,31.4,27.5,17.7,,,,,
10.80,M,47,72.46,1.80,,34.5,92.9,84.4,94,56,38.2,22.6,29,26.2,17.6,,,,,
7.10,M,49,63.73,1.73,,35.8,91.2,79.4,89,51.1,35,21.7,30.9,28.8,17.4,,,,,
27.20,M,49,98.09,1.89,,40.2,115.6,104,109,63.7,40.3,23.2,36.8,31,18.9,,,,,
19.50,M,49,76.32,1.82,,38.3,98.3,89.7,99.1,56.3,38.8,23,29.5,27.9,18.6,,,,,
18.70,M,50,88.34,1.80,,39,103.7,97.6,104.2,60,40.9,25.5,32.7,30,19,,,,,
19.50,M,50,78.36,1.85,,37.4,98.7,87.6,96.1,57.1,38.1,21.8,28.6,26.7,18,,,,,
47.50,M,51,99.34,1.63,,41.2,119.8,122.1,112.8,62.5,36.9,23.6,34.7,29.1,18.4,,,,,
13.60,M,51,67.70,1.77,,34.8,92.8,81.1,96.3,53.8,36.5,21.5,31.3,26.3,17.8,,,,,
7.50,M,51,70.08,1.78,,36.9,93.3,81.5,94.4,54.7,39,22.6,27.5,25.9,18.6,,,,,
24.50,M,52,90.38,1.82,,39.4,106.8,100,105,63.9,39.2,22.9,35.7,30.4,19.2,,,,,
15.00,M,53,70.08,1.76,,37.6,93.9,88.7,94.5,53.7,36.2,22,28.5,25.7,17.1,,,,,
12.40,M,54,69.51,1.79,,38.5,99,91.8,96.2,57.7,38.1,23.9,31.4,29.9,18.9,,,,,
26.00,M,54,104.33,1.84,,42.5,119.9,110.4,105.5,64.2,42.7,27,38.4,32,19.6,,,,,
11.50,M,54,73.37,1.71,,37.4,94.2,87.6,95.6,59.7,40.2,23.4,27.9,27,17.8,,,,,
5.20,M,55,64.52,1.71,,35.2,92.7,82.8,91.9,54.4,35.2,22.5,29.4,26.8,17,,,,,
10.90,M,55,81.53,1.75,,41.1,106.9,95.3,98.2,57.4,37.1,21.8,34.1,31.1,19.2,,,,,
12.50,M,55,57.38,1.70,,33.4,88.8,78.2,87.5,50.8,33,19.7,25.3,22,15.8,,,,,
14.80,M,55,76.88,1.73,,37.2,101.7,91.1,97.1,56.6,38.5,22.6,33.4,29.3,18.8,,,,,
25.20,M,55,90.04,1.89,,38.3,105.3,96.7,106.6,64,42.6,23.4,33.2,30,18.4,,,,,
14.90,M,56,79.15,1.77,,38.1,104,89.4,98.4,58.4,37.4,22.5,34.6,30.1,18.8,,,,,
17.00,M,56,76.09,1.74,,37.4,98.6,93,97,55.4,38.8,23.2,32.4,29.7,19,,,,,
10.60,M,57,67.02,1.67,,35.2,99.6,86.4,90.1,53,35,21.3,31.7,27.3,16.9,,,,,
16.10,M,57,82.67,1.82,,39.4,103.4,96.7,100.7,59.3,38.6,22.8,31.8,29.1,19,,,,,
15.40,M,58,79.61,1.82,,38,100.2,88.1,97.8,57.1,38.9,23.6,30.9,29.6,18,,,,,
26.70,M,58,73.37,1.71,,35.1,94.9,94.9,100.2,56.8,35.9,21,27.8,26.1,17.6,,,,,
25.80,M,60,71.55,1.71,,40.4,97.2,93.3,94,54.3,35.7,21,31.3,28.7,18.3,,,,,
18.60,M,62,76.54,1.71,,38.3,104.7,95.6,93.7,54.4,37.1,22.7,30.3,26.3,18.3,,,,,
24.80,M,62,86.86,1.84,,40.6,104,98.2,101.1,59.3,40.3,23,32.6,28.5,19,,,,,
27.30,M,63,99.41,1.77,,40.2,117.6,113.8,111.8,63.4,41.1,22.3,35.1,29.6,18.5,,,,,
12.40,M,64,70.42,1.77,,37.9,95.8,82.8,94.5,61.2,39.1,22.3,29.8,28.9,18.3,,,,,
29.90,M,65,86.07,1.67,,40.8,106.4,100.5,100.5,59.2,38.1,24,35.9,30.5,19.1,,,,,
17.00,M,65,57.83,1.67,,34.7,93,79.7,87.6,50.7,33.4,20.1,28.5,24.8,16.5,,,,,
35.00,M,65,101.83,1.73,,38.8,119.6,118,114.3,61.3,42.1,23.4,34.9,30.1,19.4,,,,,
30.40,M,66,106.26,1.83,,41.4,119.7,109,109.1,63.7,42.4,24.6,35.6,30.7,19.5,,,,,
32.60,M,67,103.31,1.85,,41.3,115.8,113.4,109.8,65.6,46,25.4,35.3,29.8,19.5,,,,,
29.00,M,67,90.49,1.74,,40.7,118.3,106.1,101.6,58.2,38.8,24.1,32.1,29.3,18.5,,,,,
15.20,M,68,70.53,1.76,,36.3,97.4,84.3,94.4,54.3,37.5,22.6,29.2,27.3,18.5,,,,,
30.20,M,69,97.75,1.79,,40.8,113.7,107.6,110,63.3,44,22.6,37.5,32.6,18.8,,,,,
11.00,M,70,60.90,1.70,,34.9,89.2,83.6,88.8,49.6,34.8,21.5,25.6,25.7,18.5,,,,,
33.60,M,72,91.17,1.77,,40.9,108.5,105,104.5,59.6,40.8,23.2,35.2,28.6,20.1,,,,,
29.30,M,72,84.71,1.68,,38.9,111.1,111.5,101.7,60.3,37.3,21.5,31.3,27.2,18,,,,,
26.00,M,72,86.52,1.79,,38.9,108.3,101.3,97.8,56,41.6,22.7,30.5,29.4,19.8,,,,,
31.90,M,74,94.12,1.78,,40.8,112.4,108.5,107.1,59.3,42.2,24.6,33.7,30,20.9,,,,,
23.07,F,22,49.44,1.61,,28.8,76.1,62.8,90.2,49.2,33,19.7,25,21,15,,,,,
29.50,F,22,60.78,1.57,,31.2,87.3,68,94,50,34.6,22,26.8,23.2,15.8,,,,,
26.99,F,21,63.05,1.62,,30.8,83.7,71,94,51,35,20.1,27.8,21.8,14.4,,,,,
20.25,F,20,53.07,1.68,,30,78,63.5,90.5,48,35,20,23.8,21.5,14.5,,,,,
19.95,F,20,59.42,1.73,,32.5,84.2,65,93.2,50,33,21,24.2,21,14.8,,,,,
26.02,F,24,68.04,1.61,,34,97,76.8,105,54.5,39,22.5,29.8,25,17.4,,,,,
27.57,F,21,76.20,1.78,,34,100,81,101,56,39,22.8,28,25.3,17,,,,,
18.36,F,21,56.25,1.71,,32.5,81,65,90,49,33.5,21.5,23,22,15,,,,,
15.04,F,20,54.89,1.67,,30.3,82.5,67.2,89.2,49.5,35.5,21,24,21,15.4,,,,,
26.46,F,19,73.03,1.69,,34,94.5,80,106,61,39.5,21,28.5,24,16.5,,,,,
22.33,F,20,71.67,1.74,,34,92,74,103,58.5,37.5,22.5,28.5,24.5,17,,,,,
8.56,F,20,44.45,1.61,,29.7,77.5,63.5,82.5,45.5,33,19,20.5,20,14.8,,,,,
20.75,F,24,67.59,1.79,,33,90.8,70,100.4,45.2,37.5,21,26.5,23.5,15.5,,,,,
14.93,F,18,53.98,1.60,,30.5,86,66.4,92.3,48.5,35,20,24.5,21.6,15.6,,,,,
17.57,F,19,51.71,1.64,,30.5,81.2,64.5,89.1,50.6,34.5,21,23.5,21,14.5,,,,,
20.30,F,21,52.62,1.60,,30.6,84.5,66,94,47,32.6,21,26.5,22.5,14.5,,,,,
19.40,F,19,61.69,1.63,,33,89.5,72,95.5,52.5,37,22,28,25,16.5,,,,,
22.78,F,21,63.96,1.69,,33,98.5,73,97.5,49,34.5,20,28.3,24.3,15.5,,,,,
24.30,F,19,62.60,1.65,,31.5,86,71,101.5,52.5,39.5,22,27,24,15.5,,,,,
13.91,F,21,58.97,1.73,,31.5,88.5,68.5,97,49,33.5,20,24,22,14.5,,,,,
13.75,F,20,50.35,1.57,,31.3,83,67.2,87,47.3,33,20.3,27,23.5,16,,,,,
21.54,F,21,62.14,1.63,,33,88.3,77,100.5,53.5,34.4,21.5,26,23,15.3,,,,,
18.24,F,18,48.54,1.61,,29.5,82.5,63.2,89.2,44,34.3,21.5,24.3,21.2,14.8,,,,,
24.43,F,18,70.31,1.73,,33,90.1,73,103,58.1,39.1,22,29.5,27.5,16.5,,,,,
13.70,F,20,50.80,1.60,,29.8,80.6,65.5,84,48.5,34.2,20.2,26,22.5,14.5,,,,,
20.21,F,19,63.50,1.73,,31,84.5,70,102,51.5,37,24.5,26,22.5,15.5,,,,,
17.32,F,22,52.16,1.70,,30.5,76,65.2,92.3,46.5,34.5,20.2,24,22,14.5,,,,,
22.29,F,19,50.35,1.60,,29.5,82.4,64.5,90,48.1,34.5,20,26.3,22.1,15,,,,,
21.21,F,24,60.78,1.66,,32,86,70.1,96,52.8,37.5,21.5,25.5,24.1,15.5,,,,,
25.77,F,19,59.42,1.59,,33,83.3,70.3,97.3,53,37.5,23.5,28.2,24.2,16.2,,,,,
20.28,F,23,54.89,1.54,,32.4,88.5,67.2,94,49.3,35,20.5,26,23.5,14.6,,,,,
19.04,F,21,58.51,1.61,,32.5,83.5,68.5,95.2,54,34.5,21,28,25,16.5,,,,,
26.06,F,22,64.86,1.62,,31.5,89,73.2,103,54.5,37,21,28.7,25,15,,,,,
23.20,F,19,62.60,1.65,,32,86.3,73.2,100,53.5,37.5,22.3,28,23,15.8,,,,,
14.99,F,22,53.98,1.70,,31,85.4,63,88,49,34.5,20.5,24.3,22.3,14.5,,,,,
27.07,F,20,66.68,1.70,,31.5,85.5,68,100.5,57.2,36,22,26.5,23.5,15.5,,,,,
24.38,F,21,68.95,1.78,,32,91,75.5,99.3,51,37,21.5,27,24.3,15.6,,,,,
19.60,F,20,53.52,1.60,,31,82.5,66.5,93.2,47,35.7,21.4,26.8,23,15,,,,,
20.38,F,22,58.51,1.65,,31,83,70.3,97.3,53,36.5,24.5,26,24.2,16.7,,,,,
23.34,F,19,64.86,1.63,,32.3,85.5,68.3,98.3,55,39,24,26.5,24.5,16.2,,,,,
21.30,F,21,63.05,1.69,,29.8,82,69.5,102.5,52.5,38,22.5,27,24,15.5,,,,,
22.06,F,19,59.88,1.67,,31,43,66,100,51,37,23,26,23,16.3,,,,,
27.30,F,20,77.11,1.66,,34,95,84.3,104,57,37.5,23.5,32,26.3,18.4,,,,,
18.83,F,19,43.55,1.59,,28,73.5,58,88,48.4,33,19.5,23,20.1,14,,,,,
26.95,F,24,49.44,1.59,,31,83.5,64.5,90,46,33.5,21,24,22,14.5,,,,,
25.22,F,20,65.77,1.73,,30.5,85,65.3,105,58.3,38.3,20.5,27.3,23.5,15.5,,,,,
20.23,F,20,50.80,1.64,,32.5,84.5,61.5,91.5,48,36,21,23.5,21.5,15.5,,,,,
32.23,F,21,67.59,1.66,,32,86.3,72.3,107.3,57.8,39,23,29.7,25.1,16.7,,,,,
23.10,F,20,61.69,1.67,,33.5,88.3,72,94.2,52,34.2,21,28.2,22.5,15.5,,,,,
22.30,F,22,67.59,1.71,,31,94,74,100,56.5,36.4,22,28,25.3,17.5,,,,,
17.92,F,19,59.42,1.71,,32,83.4,65,96.2,49.2,34,21,24.5,22.5,14.5,,,,,
17.62,F,20,44.45,1.60,,27.1,79,60.2,86.5,43,32.3,18,23.2,21.1,13.5,,,,,
25.44,F,19,56.25,1.64,,30,83.2,69.3,92.5,50.1,33.5,21.5,26.5,23.2,15,,,,,
30.22,F,18,68.49,1.60,,32.5,91,77.2,105,55.3,39.5,24,28.3,24.7,17,,,,,
15.66,F,20,66.23,1.80,,31.5,87.3,67,102,52,36.4,22.5,26.5,23.1,15,,,,,
20.14,F,22,62.14,1.63,,32.5,90.5,70.3,97.5,55,35.5,21.5,27,24.2,16,,,,,
24.12,F,18,62.14,1.68,,33.5,90,75,95,51,36,22,26.8,24.5,16,,,,,
23.28,F,23,65.32,1.69,,32.5,90.2,71.2,101.2,55.5,37.2,22.5,28,25.2,16.5,,,,,
30.42,F,19,68.49,1.65,,32.5,89.3,80.1,102,58,38.5,22.5,28.2,26.2,18,,,,,
27.06,F,20,58.06,1.57,,32,87.3,69.2,99.5,53.4,35.2,21.5,27,24,14.5,,,,,
24.65,F,21,68.95,1.73,,31.8,87.3,77.5,98.5,52.5,37.5,20.5,32.1,25,16,,,,,
24.53,F,19,55.34,1.64,,29,86,67.5,94.5,55.5,33.5,20.3,27,23,16,,,,,
24.32,F,18,61.69,1.64,,32,87.5,68,95.2,49,35.8,21.2,25.8,24,15.8,,,,,
22.40,F,18,55.79,1.63,,32.6,82.5,67.6,92.2,48,35,21.3,25.5,23,15.5,,,,,
28.24,F,18,63.96,1.65,,31,88.5,75,97,50.5,35.7,21.5,25.5,24.6,16.3,,,,,
25.57,F,19,59.88,1.63,,30,84.5,66.2,92.8,52.6,36.6,19.8,25.5,23.5,15.3,,,,,
19.84,F,21,61.69,1.63,,32.2,83,66.4,93,50.9,34.8,21.7,26,24.5,16.5,,,,,
35.66,F,23,76.66,1.63,,35,91,84.5,109.8,59.5,36.7,22.2,28.8,25.2,16.1,,,,,
22.63,F,19,75.30,1.80,,33,90.5,76,106,57,38.2,25,28,26.5,17.5,,,,,
14.54,F,21,57.61,1.71,,31.5,85.3,66,97,49.5,34.5,23,26,23.5,15.5,,,,,
19.60,F,22,59.42,1.75,,31,83,65,96.5,54.2,36,21.5,26,22.5,15,,,,,
20.61,F,19,59.88,1.65,,32.5,87,70.2,96.5,50,34.5,20.3,29.5,24,16,,,,,
31.43,F,19,74.39,1.68,,34,96,87,107,56,39,22.4,29.5,24.5,16,,,,,
22.93,F,19,65.77,1.73,,34.5,86.5,72,100.3,53.3,35.5,22.3,29,24,16.5,,,,,
13.29,F,24,57.15,1.69,,31.5,85.5,67.3,97,53,33.5,22.5,25.5,24.5,16.3,,,,,
22.48,F,20,58.97,1.67,,31.8,86,72.5,97.5,51.5,34.5,21,26.3,24,16.8,,,,,
24.57,F,20,68.04,1.69,,33.5,88,73.5,104.2,51,37,24,27,25,16.5,,,,,
24.76,F,23,65.32,1.70,,31,88.5,67.5,104,53,36,21.4,28.2,24.5,15.8,,,,,
18.65,F,19,51.71,1.61,,30,81.5,65,93,49,34,19,26.5,23,15.5,,,,,
22.88,F,18,63.96,1.74,,31,89.3,70,100,52,38,22.2,27,23.5,15.5,,,,,
22.79,F,20,70.76,1.70,,34.5,92.5,75,103.2,58,38.3,25,30.5,27,17.5,,,,,
23.15,F,20,61.69,1.80,,32.5,83,69.2,99.2,50.1,36,21.5,25,27.3,15.4,,,,,
28.98,F,19,66.23,1.65,,31.5,94,78.2,104.2,55,38.5,21.5,28.5,24.5,16,,,,,
25.97,F,19,74.39,1.73,,33,91,73.5,107,59,39,24.5,30.5,27.5,17.5,,,,,
22.54,F,19,65.77,1.70,,31.5,89.5,70,102,55,36,20.5,27,25,16.5,,,,,
19.04,F,21,47.63,1.64,,30.5,80,63,86,47,34,20,22.5,21.3,15,,,,,
20.94,F,21,57.15,1.63,,33,85,66,96,52.5,34.5,21,27,24.3,16.4,,,,,
15.54,F,20,53.98,1.67,,29.5,86,64,94,49,34,21,24.5,22.5,16,,,,,
15.03,F,20,47.63,1.67,,30.5,80.5,61.5,88,46.5,33,18.8,23.3,20.5,13.5,,,,,
24.36,F,24,70.31,1.73,,33,91.5,75.2,101.3,54,38,22.5,27.5,24.5,16,,,,,
34.71,F,20,72.12,1.75,,36,91.5,80,105.5,54,39.2,20.5,29.5,24.5,16,,,,,
16.57,F,23,50.80,1.61,,30.5,80,63.5,95,46.5,33,21.4,24,22.5,15,,,,,
21.72,F,18,57.61,1.65,,31,81,68,95,52,36,20.5,26,23,15.5,,,,,
18.60,F,22,59.88,1.74,,30,84,67.5,96,48,36,20.5,25,22,15.5,,,,,
13.99,F,21,57.61,1.79,,30,84,65,93,50,33.5,21.5,23.3,21.3,14.5,,,,,
26.33,F,21,69.85,1.69,,31,89,76,104.5,55,39.5,22.5,29.5,26.5,16.3,,,,,
16.75,F,19,54.89,1.71,,30,84,61,93,47.5,35,21.5,24.3,23.7,16,,,,,
20.87,F,19,60.78,1.70,,33.5,86,70,97,54.3,35.5,20.5,28,24.2,16,,,,,
14.70,F,20,49.90,1.68,,31,78.5,62.3,87,48,33.5,20.5,23.5,22.5,15,,,,,
19.93,F,20,49.90,1.66,,29.5,83,63,92,48.5,34,20,24,22,15,,,,,
20.88,F,20,59.88,1.71,,30,82.5,68,99.5,53,36.5,22.5,24,23.3,15.5,,,,,
18.18,F,21,52.62,1.65,,31,81,63.5,93,48.5,33,20.3,25.5,23.7,16.3,,,,,
25.13,F,20,64.41,1.65,,33,89,73,102,56,36,21.3,29,24.3,16.3,,,,,
33.81,F,18,74.84,1.71,,33,84,96,106,52,39,21.5,29.5,25.3,17.3,,,,,
26.32,F,21,69.40,1.73,,33,91,79,108,54,34.5,21,28,23,15,,,,,
30.57,F,20,77.11,1.68,,32.2,89.7,77,112.3,61,41.5,25,30,26,17.5,,,,,
16.11,F,20,64.41,1.66,,31.7,84.5,71,105,52,38,22.7,27.5,24.5,16.5,,,,,
32.36,F,20,74.39,1.71,,32.5,93,83.5,109.5,54.5,38,21.5,29,24.5,16.5,,,,,
22.87,F,21,52.62,1.61,,30,79,67,94.3,53.5,33,20,26,22.7,14.5,,,,,
16.96,F,20,54.89,1.66,,31.2,75.5,64,95.4,51.5,35.5,21.7,23.5,22.5,15.5,,,,,
17.10,F,20,54.89,1.68,,29.5,84.3,62.5,91,51.5,34.5,21,25,22.5,15,,,,,
19.01,F,23,68.49,1.73,,34,91.3,71.3,104.5,54.3,35,21.5,28.7,25,16.5,,,,,
14.72,F,20,50.35,1.61,,30,80.3,62.7,91,49.5,33.5,20.5,23,21.5,14.5,,,,,
25.80,F,19,63.96,1.70,,31.5,91,72,102.5,50,36,20,30,24,15.2,,,,,
17.63,F,18,60.33,1.68,,31.5,86,68,97.5,55,35.5,21,28.3,24.5,16.5,,,,,
18.98,F,20,54.43,1.78,,32,82,65.5,96,46,33,19.5,22.8,21,14,,,,,
12.76,F,21,53.52,1.70,,30.5,79,62,96,48,34.5,20.3,25.3,23.3,15.2,,,,,
20.29,F,22,49.44,1.56,,28.5,81,69.2,92.5,46.5,34,21,24,21.5,14,,,,,
25.72,F,23,59.88,1.65,,31.5,84.5,66,98,54,37,22.3,29,24,15.3,,,,,
26.68,F,1,62.60,1.64,,34,86.5,72.5,98.5,53.5,37.5,23,28.5,24.5,15.5,,,,,
20.70,F,21,56.25,1.69,,31.5,84,65,94.5,49.5,33,20,26.3,23.5,15.3,,,,,
24.64,F,21,64.41,1.65,,35,91,75,96,54,36,22.5,32,26,17,,,,,
16.28,F,20,57.61,1.68,,31.5,85,70,92.3,48,35,21.3,27,24,16,,,,,
15.86,F,21,56.70,1.71,,30.5,85.5,71,93,49,24.7,21.5,25,22.5,15,,,,,
17.39,F,19,59.88,1.77,,31.5,87,71,95.3,47,35.5,20.5,25.5,23.2,16.2,,,,,
10.33,F,19,48.54,1.75,,29,76,63,87,38,34.5,20,21,21,14.3,,,,,
17.15,F,23,65.32,1.73,,32.8,87,67,103.5,56.5,37,22.5,26.5,24,16,,,,,
26.45,F,21,62.60,1.66,,31,90.5,69,103,54,35,21,28.3,23.5,16,,,,,
26.90,F,21,69.85,1.78,,33,92,77,104.3,49,37,21,28,24.5,16,,,,,
22.15,F,20,57.61,1.63,,31,87,71,91,48,34,21,27,23.5,16,,,,,
31.25,F,20,75.75,1.77,,32.5,90.5,77,110,57,41.5,23,28.5,24,15,,,,,
15.73,F,22,49.44,1.60,,32,83,66,90.5,46,31,19.5,25,22,14.7,,,,,
26.75,F,20,59.88,1.65,,30.3,84,70,103,47.7,35,20,28,22.7,15,,,,,
15.29,F,21,59.42,1.68,,32.5,84,70,94,50.5,36,22.5,25.5,23,15.5,,,,,
21.44,F,23,52.16,1.65,,29.5,49.5,61,93.5,48.5,35,21.5,26.5,22.7,16,,,,,
15.71,F,20,64.86,1.80,,32.5,82.5,69,98.5,51,38,21.5,27,23,15.5,,,,,
36.14,F,25,75.30,1.63,,33,94,85,115,60.7,42,22.5,30,25,16,,,,,
23.53,F,18,62.14,1.75,,30.3,84,66.5,103,52.5,37.5,21.7,25.5,23.5,16.5,,,,,
13.51,F,21,56.25,1.73,,30.5,76.5,65,95,50,34.5,21.7,22,22,15,,,,,
36.46,F,19,73.94,1.66,,31.5,81,94,105,56,39,23,32.5,26,16.7,,,,,
10.07,F,21,48.99,1.56,,30,80,64.5,92.5,47,33,20,24.7,22.5,14.5,,,,,
18.75,F,21,64.86,1.78,,30,90.1,66,94.5,55,35.5,21,29.5,24,15,,,,,
23.11,F,21,56.70,1.60,,32,84.5,71,93,51.5,34.3,21,26.5,23,15,,,,,
18.27,F,18,58.06,1.66,,31.5,84.5,69,97,52.5,36,23,26,23.5,16,,,,,
22.39,F,20,58.97,1.68,,30.5,79,64.5,103,51,39,23,24.5,22.5,15.5,,,,,
17.56,F,21,56.25,1.63,,31,82,64,94,52.5,35,20.5,25.7,21.5,15,,,,,
18.13,F,20,58.06,1.75,,31,82.5,66,94.5,50,33.5,20,26,23,15.5,,,,,
12.08,F,22,54.89,1.73,,31.5,85,62,88.5,46.6,33,20.5,27,23,15,,,,,
23.06,F,22,76.66,1.71,,32,85.5,73,98.5,51.5,36.5,21.5,27.7,24.5,16.3,,,,,
23.20,F,22,58.51,1.74,,30.5,82,63.5,98,50.5,35.3,21.3,26,22.5,15,,,,,
34.24,F,21,86.18,1.66,,35,100,90,110.5,63,41.5,24.5,34.5,29,19,,,,,
31.87,F,22,65.32,1.60,,33,86,74,105.5,54,38.5,22.7,32,26.5,17.5,,,,,
25.02,F,21,48.08,1.69,,30,76,64,93,44,33.5,20,23,20,14,,,,,
26.64,F,19,64.41,1.54,,34,94,77,99,55.5,35,22.5,32.5,26.5,17.3,,,,,
12.88,F,19,42.18,1.61,,29,75,58.5,84,42.5,33,19.5,21.5,20,14.5,,,,,
21.20,F,20,48.99,1.67,,29.3,77.5,60,90.3,46,35.5,20,23.7,21.5,13.7,,,,,
21.24,F,20,53.07,1.60,,31.5,83.2,67,91,50.7,33,20.3,28.5,23,15,,,,,
14.07,F,20,48.54,1.66,,29.3,80,63,88.5,40.5,34,19,23.5,22,15,,,,,
21.55,F,20,59.42,1.64,,31,85,68,95.8,53,38,23,27.5,25,16,,,,,
21.36,F,21,50.35,1.56,,30,78,65,89.5,49.5,32.5,20.3,25.5,22.5,15,,,,,
27.84,F,20,55.34,1.64,,31,81,66,100.3,55.5,36,21,24.5,22,15.3,,,,,
27.29,F,22,58.06,1.63,,30.7,87.5,69.5,99.3,50,32,20,26.5,23,15.3,,,,,
17.64,F,22,54.43,1.69,,31,81.5,63,93,50,36.5,21,25,22.5,15.5,,,,,
16.62,F,24,53.52,1.60,,29.5,80,62.3,94,46,32.5,19,24,21.5,15,,,,,
28.62,F,20,73.03,1.69,,34,95.4,80,104,56.5,36,24.3,33,27,17.5,,,,,
27.46,F,20,64.86,1.73,,32,84.5,72,98.5,53,37.5,20.3,31.5,24.5,16.5,,,,,
12.13,F,19,48.54,1.65,,28.5,81,61,87.7,45.5,33,20,23,22,14.7,,,,,
23.93,F,24,56.25,1.73,,31,82,65,95,49,34.7,20.7,26,23,15,,,,,
38.49,F,20,74.84,1.63,,33.7,98,84.5,107,59,38,23.3,31,25.7,16.7,,,,,
28.99,F,22,76.66,1.74,,31,84.5,72.5,98,53,36.5,22.3,27.5,23.5,16.3,,,,,
14.44,F,20,48.99,1.60,,30.5,82,64,89.5,48.3,33.5,20.5,26,22.5,15,,,,,
22.01,F,21,57.61,1.70,,31.5,84.5,65,92.5,49,36.7,21.5,23,23.5,16.3,,,,,
19.36,F,20,57.61,1.63,,30.3,82.2,66.3,97.5,51,37,21.7,26.5,24,15.3,,,,,
29.47,F,20,57.61,1.61,,32.3,85,68,94.5,51.5,39,20.5,26,23.5,16,,,,,
23.44,F,22,57.15,1.63,,33,85,70,94.5,50.5,37,20,28,24.5,16,,,,,
25.94,F,20,67.13,1.68,,32,88,75.5,102,58,40,21,31.7,25,16,,,,,
13.64,F,19,55.79,1.61,,31,85,67.5,94.7,52,34.5,20.3,26,23.3,15.5,,,,,
26.65,F,18,61.24,1.64,,32.5,89,76,98,50,37,20,27.5,23.7,15.5,,,,,
15.83,F,23,59.88,1.63,,31.5,83,70,97,54.5,36,21,26,23,14.5,,,,,
30.40,F,23,59.88,1.56,,31.3,89,71,98.5,56,36.2,21,28,24.5,16.3,,,,,
7.47,F,21,48.54,1.57,,29.5,79,62.5,89,49,33,20,25,22,15.5,,,,,
11.98,F,20,51.71,1.57,,31.5,81.5,61.5,90,49.5,32,19.5,27.5,22.5,15,,,,,
11.24,F,22,50.80,1.65,,30.5,85,64,88,45,32,19.5,24,21.5,15,,,,,
17.49,F,24,47.63,1.60,,26,79.3,63,86.6,46,33.5,19,24,21.5,14,,,,,
12.60,M,56,88.30,1.71,30.20,,,,,,,,,,,Yoga,4,1.69,1313,776.92
33.90,F,46,74.90,1.53,32.00,,,,,,,,,,,HIIT,4,1.3,883,679.23
33.40,F,32,68.10,1.66,24.71,,,,,,,,,,,Cardio,4,1.11,677,609.91
28.80,M,25,53.20,1.70,18.41,,,,,,,,,,,Strength,3,0.59,532,901.69
29.20,M,38,46.10,1.79,14.39,,,,,,,,,,,Strength,3,0.64,556,868.75
15.50,F,56,58.00,1.68,20.55,,,,,,,,,,,HIIT,5,1.59,1116,701.89
21.30,M,36,70.30,1.72,23.76,,,,,,,,,,,Cardio,3,1.49,1385,929.53
30.60,F,40,69.70,1.51,30.57,,,,,,,,,,,Cardio,3,1.27,895,704.72
28.90,M,28,121.70,1.94,32.34,,,,,,,,,,,Strength,4,1.03,719,698.06
29.70,M,28,101.80,1.84,30.07,,,,,,,,,,,Cardio,3,1.08,808,748.15
20.50,M,41,120.80,1.67,43.31,,,,,,,,,,,HIIT,2,0.82,593,723.17
23.60,M,53,51.70,1.70,17.89,,,,,,,,,,,HIIT,3,1.15,865,752.17
22.10,M,57,112.50,1.61,43.40,,,,,,,,,,,Cardio,3,1.24,1013,816.94
27.60,M,41,94.50,2.00,23.62,,,,,,,,,,,HIIT,3,1.18,794,672.88
26.40,M,20,117.70,1.81,35.93,,,,,,,,,,,Yoga,3,1.35,1195,885.19
26.20,F,39,42.50,1.75,13.88,,,,,,,,,,,Strength,2,1.13,740,654.87
29.80,F,19,64.00,1.53,27.34,,,,,,,,,,,HIIT,3,1.33,1111,835.34
31.90,F,41,43.80,1.77,13.98,,,,,,,,,,,Cardio,3,1.19,884,742.86
32.80,F,47,66.80,1.75,21.81,,,,,,,,,,,Strength,3,1.13,742,656.64
25.20,F,55,75.20,1.67,26.96,,,,,,,,,,,HIIT,2,1.37,1030,751.82
28.90,M,19,89.00,1.77,28.41,,,,,,,,,,,Strength,4,1.5,1048,698.67
25.70,M,38,71.90,1.77,22.95,,,,,,,,,,,Cardio,2,1.12,875,781.25
33.10,F,50,71.00,1.68,25.16,,,,,,,,,,,Yoga,2,1.17,848,724.79
28.10,M,29,120.90,1.78,38.16,,,,,,,,,,,Yoga,2,0.78,721,924.36
26.90,F,39,64.30,1.69,22.51,,,,,,,,,,,HIIT,4,1.25,925,740.00
26.10,F,42,63.70,1.71,21.78,,,,,,,,,,,Yoga,3,1.42,1080,760.56
27.20,M,44,65.20,1.80,20.12,,,,,,,,,,,HIIT,2,0.73,502,687.67
21.60,M,59,53.90,1.75,17.60,,,,,,,,,,,Strength,4,1.48,989,668.24
14.20,M,45,84.90,1.86,24.54,,,,,,,,,,,HIIT,5,1.64,1104,673.17
32.30,F,33,78.00,1.68,27.64,,,,,,,,,,,HIIT,3,1.29,871,675.19
